ID,name,Food Group,Calories,Carbohydrate,Protein,Fat,Water,Net-Carbs,Sugars,Fiber,Cholesterol,Saturated Fats,Monounsaturated Fatty Acids,Polyunsaturated Fatty Acids,PRAL score,Calcium,Iron,Potassium,Magnesium,Vitamin A IU,Vitamin A RAE,Vitamin C,Vitamin B-12,Vitamin D,Vitamin E,Omega 3s,Omega 6s,Trans Fatty Acids,Sucrose,Glucose,Fructose,Lactose,Maltose,Galactose,Starch,Phosphorus,Sodium,Zinc,Copper,Manganese,Selenium,Fluoride,Thiamin,Riboflavin,Niacin,Pantothenic acid,Vitamin B6,Folate,Folic acid,Food Folate,Folate DFE,Choline,Betaine,Retinol,Beta Carotene,Alpha Carotene,Lycopene,Vitamin D2,Vitamin D3,Vitamin D,Vitamin K,Dihydrophylloquinone,Menaquinone-4,ALA,EPA,DPA,DHA,Tryptophan,Threonine,Isoleucine,Leucine,Lysine,Methionine,Cystine,Phenylalanine,Tyrosine,Valine,Arginine,Histidine,Alanine,Aspartic acid,Glutamic acid,Glycine,Proline,Serine,Hydroxyproline,Alcohol,Caffeine,Theobromine,Density
172004,Trout,Fish,190,0,26.63,8.47,63.36,0,NULL,0,74,1.474,4172,1922,13.446,55,1.92,463,28,63,19,0.5,7.49,NULL,NULL,1253,224,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,314,67,0.85,0.241,1.091,16.2,NULL,0.426,0.423,5.769,2.238,0.231,15,0,15,15,NULL,NULL,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,259,235,677,298,1167,1227,2164,2446,788,285,1040,899,1372,1593,784,1610,2727,3975,1278,942,1086,NULL,NULL,NULL,NULL,
171987,Tuna,Fish,186,0,26.53,8.08,64.02,0,NULL,0,31,1.65,2480,3380,14.906,4,0.65,333,34,80,NULL,0,2.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,267,50,0.47,0.13,0.016,60.1,31,0.017,0.079,11.698,0.37,0.43,5,0,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,297,1163,1223,2156,2437,785,284,1036,896,1367,1588,781,1605,2717,3961,1274,938,1082,NULL,NULL,NULL,NULL,
167986,Fondant,Sweets,373,93.18,0,0.02,6.74,93.18,88.9,0,0,0,0,0,-0.123,3,0.01,4,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,11,0.04,0.003,0,0.6,NULL,0.005,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,0,0,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,
170843,Fontina Cheese,Dairy and Egg Products,389,1.55,25.6,31.14,37.92,1.55,1.55,0,116,19.196,8687,1654,16.477,550,0.23,64,14,913,261,0,1.68,0.6,0.27,790,864,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,346,800,3.5,0.025,0.014,14.5,NULL,0.021,0.204,0.15,0.429,0.083,6,0,6,6,15.4,NULL,258,32,0,0,NULL,0.6,23,2.6,NULL,NULL,NULL,0,0,0,361,935,1384,2664,2328,706,261,1497,1524,1926,835,959,823,1413,5136,457,3323,1477,NULL,0,0,0,
169230,Garlic,Vegetables,149,33.06,6.36,0.5,58.58,30.96,1,2.1,0,0.089,11,249,-2.694,181,1.7,401,25,9,0,31.2,0,0,0.08,20,229,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,153,17,1.16,0.299,1.672,14.2,NULL,0.2,0.11,0.7,0.596,1.235,3,0,3,3,23.2,NULL,0,5,0,0,NULL,NULL,0,1.7,NULL,NULL,NULL,0,0,0,66,157,217,308,273,76,65,183,81,291,634,113,132,489,805,200,100,190,NULL,0,0,0,
169599,Gelatin,Sweets,335,0,85.6,0.1,13,0,0,0,0,0.07,60,10,41.756,55,1.11,16,22,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,39,196,0.14,2.161,0.105,39.5,NULL,0.025,0.23,0.085,0.125,0.007,30,0,30,30,38.5,NULL,0,0,0,0,NULL,NULL,0,0,NULL,NULL,NULL,0,0,0,0,1475,1158,2454,3460,606,0,1737,303,2081,6616,662,8009,5265,8753,19049,12295,2605,NULL,0,0,0,
169231,Ginger,Vegetables,80,17.77,1.82,0.75,78.89,15.77,1.7,2,0,0.203,154,154,-7.946,16,0.6,415,43,0,0,5,0,0,0.26,34,120,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34,13,0.34,0.226,0.229,0.7,NULL,0.025,0.034,0.75,0.203,0.16,11,0,11,11,28.8,NULL,0,0,0,0,NULL,NULL,0,0.1,NULL,NULL,NULL,0,0,0,12,36,51,74,57,13,8,45,20,73,43,30,31,208,162,43,41,45,NULL,0,0,0,
174846,Ginger Ale,Beverages,34,8.76,0,0,91.23,8.76,8.9,0,0,0,0,0,-0.086,3,0.18,1,1,0,0,0,0,0,0,0,0,0,1.9,3.1,3.7,NULL,NULL,NULL,NULL,0,7,0.05,0.018,0.013,0.1,NULL,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,0,NULL,NULL,0,0,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,
173042,Grape Juice,Fruits,60,14.77,0.37,0.13,84.51,14.57,14.2,0.2,0,0.025,3,22,-1.901,11,0.25,104,10,8,0,0.1,0,0,0,5,17,0,0.04,6.81,7.36,0,0,0,NULL,14,5,0.07,0.018,0.239,0,138,0.017,0.015,0.133,0.048,0.032,0,0,0,0,3.2,0.2,0,5,0,0,NULL,NULL,0,0.4,NULL,NULL,NULL,0,0,0,NULL,16,7,12,10,1,NULL,12,3,10,47,7,86,22,110,12,16,13,NULL,0,0,0,
173033,Grapefruit,Fruits,32,8.08,0.63,0.1,90.89,6.98,6.98,1.1,0,0.014,13,24,-2.695,12,0.09,139,8,927,46,34.4,0,0,0.13,5,19,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,0,0.07,0.047,0.012,0.3,1,0.036,0.02,0.25,0.283,0.042,10,0,10,10,7.7,NULL,0,552,4,1135,NULL,NULL,0,0,NULL,NULL,NULL,0,0,0,6,11,7,12,16,6,6,38,6,12,70,6,20,111,160,12,51,22,NULL,0,0,0,
173038,Grapefruit Juice,Fruits,39,7.74,0.51,0.68,90.77,7.44,7.96,0.3,0,0.173,160,296,-4.078,146,0.06,132,9,320,16,22.2,0,0,0.2,62,234,NULL,2.54,2.67,2.75,0,0,0,NULL,16,2,0.04,0.026,0.019,0,NULL,0.038,0.03,0.2,0.27,0.044,12,0,12,12,6.4,NULL,0,188,3,297,NULL,NULL,0,0,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,
174682,Grapes,Fruits,67,17.15,0.63,0.35,81.3,16.25,16.25,0.9,0,0.114,14,102,-3.665,14,0.29,191,5,100,5,4,0,0,0.19,24,79,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,2,0.04,0.04,0.718,0.1,NULL,0.092,0.057,0.3,0.024,0.11,4,0,4,4,5.6,NULL,0,59,1,0,NULL,NULL,0,14.6,NULL,NULL,NULL,0,0,0,3,17,5,13,14,21,10,13,11,17,46,23,26,77,131,19,21,30,NULL,0,0,0,
171028,Grapeseed Oil,Fats and Oils,884,0,0,100,0,0,0,0,0,9.6,16100,69900,0,0,0,0,0,0,0,0,0,NULL,28.8,100,69600,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,NULL,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,
171247,Grated Parmesan,Dairy and Egg Products,420,13.91,28.42,27.84,22.65,13.91,0.07,0,86,15.371,7130,1386,21.344,853,0.49,180,34,974,262,0,1.4,0.5,0.53,119,1352,0.876,0,0,0,0,0,0.07,NULL,627,1804,4.2,0.04,0.071,34.4,NULL,0.026,0.358,0.08,0.45,0.081,6,0,6,6,14.1,0.2,255,73,0,0,NULL,0.5,21,1.7,0,7.1,102,0,15,0,383,1075,1455,2747,2201,751,90,1538,1720,1865,1157,806,859,1975,6425,560,3415,1694,NULL,0,0,0,
168577,Green Chili Peppers,Vegetables,21,4.6,0.72,0.27,93.25,2.9,NULL,1.7,0,0.028,17,153,-2.198,36,1.33,113,4,126,6,34.2,0,0,NULL,6,145,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,397,0.09,NULL,NULL,0.3,NULL,0.01,0.03,0.627,0.084,0.12,54,0,54,54,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,10,26,23,38,32,9,14,22,15,30,34,14,30,103,95,26,31,29,NULL,0,NULL,NULL,
169249,Green Leaf Lettuce,Vegetables,15,2.87,1.36,0.15,94.98,1.57,0.78,1.3,0,0.02,6,82,-3.164,36,0.86,194,13,7405,370,9.2,0,0,0.22,58,24,0,0,0.36,0.43,0,0,0,0,29,28,0.18,0.029,0.25,0.6,NULL,0.07,0.08,0.375,0.134,0.09,38,0,38,38,13.6,0.2,0,4443,0,0,NULL,NULL,0,126.3,0,NULL,NULL,0,0,0,9,59,84,79,84,16,16,55,32,70,71,22,56,142,182,57,48,39,NULL,0,0,0,
169096,Green Olives,Fruits,145,3.84,1.03,15.32,75.28,0.54,0.54,3.3,0,2.029,11314,1307,-1.199,52,0.49,42,11,393,20,0,0,0,3.81,92,1215,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,1556,0.04,0.12,NULL,0.9,NULL,0.021,0.007,0.237,0.023,0.031,3,0,3,3,14.2,NULL,0,231,0,0,NULL,NULL,0,1.4,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,
172231,Turmeric,Spices and Herbs,312,67.14,9.68,3.25,12.85,44.44,3.21,22.7,0,1.838,449,756,-35.736,168,55,2080,208,0,0,0.7,0,0,4.43,3,753,0.056,2.38,0.38,0.45,0,0,0,NULL,299,27,4.5,1.3,19.8,6.2,NULL,0.058,0.15,1.35,0.542,0.107,20,0,20,20,49.2,9.7,0,0,0,0,NULL,NULL,0,13.4,0,NULL,3,0,0,0,170,330,470,810,380,140,150,530,320,660,540,150,330,1860,1140,470,480,280,0,0,0,0,
173044,Guavas,Fruits,68,14.32,2.55,0.95,80.8,8.92,8.92,5.4,0,0.272,87,401,-6.882,18,0.26,417,22,624,31,228.3,0,0,0.73,112,288,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40,2,0.23,0.23,0.15,0.6,NULL,0.067,0.04,1.084,0.451,0.11,49,0,49,49,7.6,NULL,0,374,0,5204,NULL,NULL,0,2.6,NULL,NULL,NULL,0,0,0,22,96,93,171,72,16,NULL,6,31,87,65,22,128,162,333,128,78,75,NULL,0,0,0,
169640,Honey,Sweets,304,82.4,0.3,0,17.1,82.2,82.12,0.2,0,0,0,0,-0.933,6,0.42,52,2,0,0,0.5,0,0,0,0,0,NULL,0.89,35.75,40.94,NULL,1.44,3.1,NULL,4,4,0.22,0.036,0.08,0.8,7,0,0.038,0.121,0.068,0.024,2,0,2,2,2.2,1.7,0,0,0,0,NULL,NULL,0,0,NULL,NULL,NULL,0,0,0,4,4,8,10,8,1,3,11,8,9,5,1,6,27,18,7,90,6,NULL,0,0,0,
784242,Hummus,Soups and Sauces,260,19.86,8.18,17.78,51.49,13.96,2.91,5.9,0,2.429,8554,5845,4.792,113,3.36,251,45,NULL,1,4.5,0,0,1.09,148,5692,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,236,481,1.74,0.51,NULL,8.9,NULL,0.305,0.129,1.363,NULL,0.122,113,0,113,113,28.8,NULL,0,17,0,0,NULL,NULL,NULL,5.7,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,
168809,Ice Cream,Sweets,216,28.2,3.8,11,55.7,27,25.36,1.2,34,6.8,3210,410,-1.613,109,0.93,249,29,416,118,0.7,0.29,0.2,0.3,150,250,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,107,76,0.58,0.135,0.14,2.5,22.8,0.042,0.194,0.226,0.554,0.055,16,0,16,16,22.5,0.6,116,19,0,0,NULL,0.2,8,0.3,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,3,62,
174687,Jackfruit,Fruits,95,23.25,1.72,0.64,73.46,21.75,19.08,1.5,0,0.195,155,94,-8.908,24,0.23,448,29,110,5,13.7,0,NULL,0.34,79,15,0,0.42,9.48,9.19,0,0,0,1.47,21,2,0.13,0.076,0.043,NULL,NULL,0.105,0.055,0.92,0.235,0.329,24,0,24,24,NULL,NULL,0,61,6,0,NULL,NULL,NULL,NULL,NULL,NULL,79,0,0,0,34,86,69,103,69,34,17,52,103,86,138,34,86,172,189,86,17,103,NULL,0,NULL,NULL,
169641,Jam,Sweets,278,68.86,0.37,0.07,30.47,67.76,48.5,1.1,0,0.01,38,0,-1.106,20,0.49,77,4,0,0,8.8,0,0,0.12,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,32,0.06,0.1,0.04,2,19,0.016,0.076,0.036,0.02,0.02,11,0,11,11,10.2,NULL,0,0,0,0,NULL,NULL,0,0,NULL,NULL,NULL,0,0,0,8,23,17,37,30,1,6,21,25,21,32,14,37,166,109,29,23,28,NULL,0,0,0,
168421,Kale,Vegetables,35,4.42,2.92,1.49,89.63,0.32,0.99,4.1,0,0.178,104,673,-8.047,254,1.6,348,33,4812,241,93.4,0,0,0.66,378,291,0,0.18,0.4,0.41,0,0,0,NULL,55,53,0.39,0.053,0.92,0.9,NULL,0.113,0.347,1.18,0.37,0.147,62,0,62,62,0.5,0.3,0,2873,0,0,NULL,NULL,0,389.6,0,0,NULL,0,0,0,35,131,175,205,175,29,38,150,103,159,163,172,147,262,331,141,174,123,NULL,0,0,0,
168457,Kelp Seaweed,Vegetables,43,9.57,1.68,0.56,81.58,8.27,0.6,1.3,0,0.247,98,47,-4.867,168,2.85,89,121,116,6,3,0,0,0.87,8,20,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,42,233,1.23,0.13,0.2,0.7,NULL,0.05,0.15,0.47,0.642,0.002,180,0,180,180,12.8,NULL,0,70,0,0,NULL,NULL,0,66,NULL,NULL,NULL,4,0,0,48,55,76,83,82,25,98,43,26,72,65,24,122,125,268,100,73,98,NULL,0,0,0,
168556,Ketchup,Vegetables,101,27.4,1.04,0.1,68.51,27.1,21.27,0.3,0,0.014,15,41,-4.994,15,0.35,281,13,527,26,4.1,0,0,1.46,1,39,0,2.3,10.25,8.72,0,0,0,NULL,26,907,0.17,0.085,0.084,0.7,15.1,0.011,0.166,1.434,0.047,0.158,9,0,9,9,12.5,0.2,0,316,0,12062,NULL,NULL,0,3,0,NULL,NULL,0,0,0,5,19,14,21,23,5,5,21,9,14,16,13,33,133,349,16,12,21,NULL,0,0,0,
173740,Kidney Beans,Beans and Lentils,127,22.8,8.67,0.5,66.94,16.4,0.32,6.4,0,0.073,39,278,-0.751,35,2.22,405,42,0,0,1.2,0,0,0.03,170,108,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,138,1,1,0.216,0.43,1.1,NULL,0.16,0.058,0.578,0.22,0.12,130,0,130,130,30.5,0.1,0,0,0,0,NULL,NULL,0,8.4,NULL,NULL,NULL,0,0,0,104,319,410,736,607,113,81,511,205,500,475,238,394,1086,1393,351,496,544,NULL,0,0,0,
170392,Kimchi,Vegetables,15,2.4,1.1,0.5,94.3,0.8,1.06,1.6,0,0.067,37,241,-2.556,33,2.5,151,14,93,5,0,0,0,0.11,137,104,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24,498,0.22,0.024,NULL,0.5,NULL,0.01,0.21,1.1,NULL,0.213,52,0,52,52,15.5,NULL,0,55,1,0,NULL,NULL,0,43.6,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,
168153,Kiwifruit,Fruits,61,14.66,1.14,0.52,83.07,11.66,8.99,3,0,0.029,47,287,-5.656,34,0.31,312,17,87,4,92.7,0,0,1.46,42,246,0,0.15,4.11,4.35,0,0.19,0.17,0,34,3,0.14,0.13,0.098,0.2,NULL,0.027,0.025,0.341,0.183,0.063,25,0,25,25,7.8,0.5,0,52,0,0,NULL,NULL,0,40.3,0,NULL,NULL,0,0,0,15,47,51,66,61,24,31,44,34,57,81,27,53,126,184,60,44,53,NULL,0,0,0,
781995,Lamb,Meats,292,0,24.32,20.77,53.27,0,0,0,96,8.756,8747,1497,11.495,17,1.87,307,23,NULL,0,0,2.53,0.1,0.14,298,1131,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,186,394,4.42,0.118,NULL,26.2,NULL,0.099,0.248,6.605,NULL,0.129,18,0,18,18,92.9,NULL,0,0,0,0,NULL,NULL,NULL,4.6,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,
171401,Lard,Fats and Oils,902,0,0,100,0,0,0,0,95,39.2,45100,11200,0,0,0,0,0,0,0,0,0,2.5,0.6,1000,10200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0.11,0,0,0.2,NULL,0,0,0,0,0,0,0,0,0,49.7,NULL,0,0,0,0,NULL,2.5,102,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,
169246,Leeks,Vegetables,61,14.15,1.5,0.3,83,12.35,3.9,1.8,0,0.04,4,166,-3.271,59,2.1,180,28,1667,83,12,0,0,0.92,99,67,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35,20,0.12,0.12,0.481,1,NULL,0.06,0.03,0.4,0.14,0.233,64,0,64,64,9.5,NULL,0,1000,0,0,NULL,NULL,0,47,NULL,NULL,NULL,0,0,0,12,63,52,96,78,18,25,55,41,56,78,25,74,140,226,69,66,92,NULL,0,0,0,
167747,Lemon Juice,Fruits,22,6.9,0.35,0.24,92.31,6.6,2.52,0.3,0,0.04,6,21,-1.942,6,0.08,103,6,6,0,38.7,0,0,0.15,9,12,0,0.43,0.99,1.1,0,0,0,0,8,1,0.05,0.016,0.012,0.1,NULL,0.024,0.015,0.091,0.131,0.046,20,0,20,20,5.1,NULL,0,1,0,0,NULL,NULL,0,0,NULL,NULL,9,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,
167746,Lemons,Fruits,29,9.32,1.1,0.3,88.98,6.52,2.5,2.8,0,0.039,11,89,-2.329,26,0.6,138,8,22,1,53,0,0,0.15,26,63,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16,2,0.06,0.037,0.03,0.4,NULL,0.04,0.02,0.1,0.19,0.08,11,0,11,11,5.1,NULL,0,3,1,0,NULL,NULL,0,0,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,
174253,Lima Beans,Beans and Lentils,115,20.88,7.8,0.38,69.79,13.88,2.9,7,0,0.089,34,171,-4.142,17,2.39,508,43,0,0,0,0,0,0.18,52,118,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,111,2,0.95,0.235,0.516,4.5,2.2,0.161,0.055,0.421,0.422,0.161,83,0,83,83,32.5,NULL,0,0,0,0,NULL,NULL,0,2,NULL,NULL,NULL,0,0,0,92,337,411,673,523,99,86,449,276,469,478,238,398,1006,1104,329,354,519,NULL,0,0,0,
168156,Lime Juice,Fruits,25,8.42,0.42,0.07,90.79,8.02,1.69,0.4,0,0.008,8,23,-2.137,14,0.09,117,8,50,2,30,0,0,0.22,8,15,0,0.48,0.6,0.61,0,0,0,0,14,2,0.08,0.027,0.018,0.1,NULL,0.025,0.015,0.142,0.123,0.038,10,0,10,10,5.1,0.2,0,30,0,0,NULL,NULL,0,0.6,0,NULL,NULL,0,0,0,2,2,2,16,16,2,2,11,2,11,15,2,24,114,67,11,30,35,NULL,0,0,0,
168155,Limes,Fruits,30,10.54,0.7,0.2,88.26,7.74,1.69,2.8,0,0.022,19,55,-1.73,33,0.6,102,6,50,2,29.1,0,0,0.22,19,36,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,2,0.11,0.065,0.008,0.4,NULL,0.03,0.02,0.2,0.217,0.043,8,0,8,8,5.1,NULL,0,30,0,0,NULL,NULL,0,0.6,NULL,NULL,NULL,0,0,0,3,NULL,NULL,NULL,14,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,
170178,Macadamia Nuts,Nuts and Seeds,718,13.82,7.91,75.77,1.36,5.22,4.57,8.6,0,12.061,58877,1502,-1.457,85,3.69,368,130,0,0,1.2,0,0,0.54,206,1296,NULL,4.43,0.07,0.07,0,0,NULL,1.05,188,5,1.3,0.756,4.131,3.6,NULL,1.195,0.162,2.473,0.758,0.275,11,0,11,11,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,67,370,314,602,18,23,6,665,511,363,1402,195,388,1099,2267,454,468,419,NULL,0,0,0,
169403,Maitake Mushrooms,Vegetables,31,6.97,1.94,0.19,90.37,4.27,2.07,2.7,0,0.03,30,90,-0.892,1,0.3,204,10,0,0,0,0,28.1,0.01,0,90,0,0,1.74,0,0.33,0,0,0,74,1,0.75,0.252,0.059,2.2,NULL,0.146,0.242,6.585,0.27,0.056,21,0,21,21,51.1,NULL,0,0,0,0,28.1,0,1123,0,0,0,NULL,0,0,0,35,95,55,80,90,15,25,60,70,100,100,45,124,205,264,90,60,100,NULL,0,0,0,
169910,Mangos,Fruits,60,14.98,0.82,0.38,83.46,13.38,13.66,1.6,0,0.092,140,71,-3.031,11,0.16,168,10,1082,54,36.4,0,0,0.9,51,19,0,6.97,2.01,4.68,0,0,0,NULL,14,1,0.09,0.111,0.063,0.6,NULL,0.028,0.038,0.669,0.197,0.119,43,0,43,43,7.6,NULL,0,640,9,3,NULL,NULL,0,4.2,NULL,NULL,NULL,0,0,0,13,31,29,50,66,8,NULL,27,16,42,31,19,82,68,96,34,29,35,NULL,0,0,0,
171018,Margarine,Fats and Oils,719,0.9,0.9,80.5,15.7,0.9,0,0,0,16.7,39300,20900,-0.063,30,0,42,3,3577,819,0.2,0.1,NULL,3.1,1500,19400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,943,0,NULL,NULL,0,NULL,0.01,0.037,0.023,0.084,0.009,1,0,1,1,NULL,NULL,768,610,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,12,39,52,84,68,21,8,41,41,57,31,23,29,65,179,18,83,46,NULL,NULL,NULL,NULL,
167995,Marshmallows,Sweets,318,81.3,1.8,0.2,16.4,81.2,57.56,0.1,0,0.056,80,47,0.981,3,0.23,5,2,0,0,0,0,0,0,1,45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,80,0.04,0.097,0.008,1.7,NULL,0.001,0.001,0.078,0.005,0.003,1,0,1,1,0.1,NULL,0,0,0,0,NULL,NULL,0,0,NULL,NULL,NULL,0,0,0,0,35,28,66,77,15,2,42,10,50,147,17,180,121,208,416,275,61,NULL,0,0,0,
782944,Meatballs,Meats,185,0.13,18.03,11.98,67.56,0.13,0.08,0,93,4.547,5283,510,9.062,22,1.8,213,15,NULL,17,0,1.85,0.2,0.18,8,401,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,146,813,4.2,0.062,NULL,17,NULL,0.035,0.157,3.347,NULL,0.255,10,0,10,10,75.7,NULL,17,0,0,0,NULL,NULL,NULL,1.1,NULL,NULL,NULL,0,2,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,
781083,Milk,Dairy and Egg Products ,51,4.85,3.27,2.04,89.13,4.85,5.08,0,8,1.232,541,102,0.158,119,0.03,141,11,NULL,53,0.1,0.49,1.2,0.04,30,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,91,45,0.42,0.014,NULL,3.1,NULL,0.039,0.179,0.091,NULL,0.037,5,0,5,5,15.8,NULL,53,4,0,0,NULL,NULL,NULL,0.2,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,
781104,Milk Powder,Dairy and Egg Products ,32,4.62,3.1,0.06,91.41,4.62,4.62,0,2,0.041,17,2,-0.193,112,0.03,151,11,NULL,63,0.5,0.35,1,0,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,87,52,0.4,0.013,NULL,2.4,NULL,0.037,0.154,0.079,NULL,0.031,4,0,4,4,14.8,NULL,63,0,0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,
781264,Milk Malted,Dairy and Egg Products ,65,8.65,3.13,1.96,85.34,8.65,8,0,7,1.179,518,98,-0.611,153,0.73,135,20,NULL,110,2.4,0.47,1.6,0.57,29,67,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,87,70,1,0.092,NULL,3,NULL,0.096,0.171,0.871,NULL,0.114,5,0,5,5,15.1,NULL,109,4,0,0,NULL,NULL,NULL,0.2,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,
172442,Miso,Beans and Lentils,198,25.37,12.79,6.01,43.02,19.97,6.2,5.4,0,1.025,1118,2884,5.716,57,2.49,210,48,87,4,0,0.08,0,0.01,405,2479,0,0,0,6,0,0.2,0,NULL,159,3728,2.56,0.42,0.859,7,NULL,0.098,0.233,0.906,0.337,0.199,19,0,19,19,72.2,NULL,0,52,0,0,NULL,NULL,0,29.3,NULL,NULL,NULL,0,0,0,155,479,508,820,478,129,0,486,352,547,784,243,500,1171,1915,447,619,601,NULL,0,0,0,
